,PLC,Huh7,name,Fold_change
FUCGALFUCGALACGLCGALGLUSIDEte,,,Blood Group Intracellular Transport,
FUCGALFUCGALACGLCGALGLUSIDEtg,,,Blood Group Intracellular Transport,
FUCGALGBSIDEte,,,Transport of Fucosyl Galactosylgloboside,
FUCGALGBSIDEtg,,,"Transport of Fucosyl Galactosylgloboside, Golgi Apparatus",
FUCtly,,,L-Fucose Efflux from Lysosome,
FUMAC,49.58,24.47,Fumarylacetoacetase,2.0261544748671843
FUMm,174.22,130.79,"Fumarase, Mitochondrial",1.332059025919413
FUMSO3tm,108.46,57.01,"Fumarate:Sulfite Antiport, Mitochondrial",1.9024732503069637
FUMSO4tm,108.46,57.01,"Fumarate:Sulfate Antiport, Mitochondrial",1.9024732503069637
FUMtm,108.46,57.01,"Fumarate Transport, Mitochondrial",1.9024732503069637
FUMTSULtm,108.46,57.01,"Fumarate:Thiosulfate Antiport, Mitochondrial",1.9024732503069637
FUT11g,0.57,0.43,Galactoside 2-Alpha-L-Fucosyltransferase 1,1.3255813953488371
FUT12g,0.57,0.43,Galactoside 2-Alpha-L-Fucosyltransferase 1,1.3255813953488371
FUT14g,0.57,0.43,Galactoside 2-Alpha-L-Fucosyltransferase 1,1.3255813953488371
FUT15g,0.57,0.43,Galactoside 2-Alpha-L-Fucosyltransferase 1,1.3255813953488371
FUT16g,0.57,0.43,Galactoside 2-Alpha-L-Fucosyltransferase 1,1.3255813953488371
FUT17g,0.57,0.43,Galactoside 2-Alpha-L-Fucosyltransferase 1,1.3255813953488371
FUT18g,0.57,0.43,Galactoside 2-Alpha-L-Fucosyltransferase 1,1.3255813953488371
FUT32g,0.1,55.35,"Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1",0.001806684733514002
FUT33g,0.1,55.35,"Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1",0.001806684733514002
FUT34g,0.1,55.35,"Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1",0.001806684733514002
FUT35g,0.1,55.35,"Fucosyltransferase 3 (Galactoside 3 (4)-L-Fucosyltransferase, Lewis Blood Group Included) 1",0.001806684733514002
FUT910g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT911g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT91g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT92g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT93g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT94g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT95g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT96g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT97g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT98g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
FUT99g,0.097409,0.10883,"Alpha- (1, 3)-Fucosyltransferase",0.8950565101534503
G14T18g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G14T19g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G14T20g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G14T21g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G14T2g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G14T3g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G14T4g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G14T5g,292.47,255.5,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase, Golgi",1.144696673189824
G3PD2m,53.62,46.54,"Glycerol-3-Phosphate Dehydrogenase (FAD), Mitochondrial",1.1521272024065319
G5SADrm,,,"L-Glutamate 5-Semialdehyde Dehydratase, Reversible, Mitochondrial",
G5SDym,96.45,232.23,"Glutamate-5-Semialdehyde Dehydrogenase, Mitochondrial",0.4153210179563364
G6PDH1rer,31.13,23.56,"Glucose-6-Phosphate Dehydrogenase, Endoplasmic Reticulum",1.3213073005093379
G6PDH2rer,298.3,114.24,"Glucose 6-Phosphate Dehydrogenase, Endoplasmic Reticulum",2.611169467787115
G6PPer,85.1223,45.0721,"Glucose-6-Phosphate Phosphatase, Edoplasmic Reticular",1.8885807406355595
G6Pter,53.19,44.64,Glucose 6-Phosphate Endoplasmic Reticular Transport via Diffusion,1.191532258064516
GABAVESSEC,0.11481,0.12965,GABA Secretion via Secretory Vesicle (ATP Driven),0.8855379868877749
GACMTRc,118.58,521.56,"Guanidinoacetate N-Methyltransferase, Cytosolic",0.22735639236137742
GACPAILter,,,"Glucosaminyl-Acylphosphatidylinositol Flippase, Endoplasmatic Reticulum",
GAL3ST11,0.97,4.41,Galactosylceramide Sulfotransferase,0.21995464852607707
GAL3ST12,0.97,4.41,Galactosylceramide Sulfotransferase,0.21995464852607707
GALACGLCGALGBSIDEte,,,Transport of Gal-GlcNac-Gal Globoside,
GALACGLCGALGBSIDEtg,,,"Transport of Gal-GlcNac-Gal Globoside, Golgi Apparatus",
GALASE10ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE11ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE12ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE13ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE14ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE15ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE16ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE17ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE18ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE19ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE1ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE20ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE3ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE4ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE5ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE6ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE7ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE8ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALASE9ly,97.12,104.36,"Beta-Galactosidase, Lysosomal",0.9306247604446148
GALC,14.94,41.67,Galactocerebrosidase,0.35853131749460043
GALFUC12GAL14ACGLCGALGLUSIDEte,,,Blood Group Intracellular Transport,
GALFUC12GAL14ACGLCGALGLUSIDEtg,,,Blood Group Intracellular Transport,
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,,,Blood Group Intracellular Transport,
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,,,Blood Group Intracellular Transport,
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,,,Blood Group Intracellular Transport,
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,,,Blood Group Intracellular Transport,
GALGALGALTHCRMte,,,Transport of Gal-Gal-Gal-Gal-Gal-Glc-Cer ,
GALGALGALTHCRMtg,,,Transport of Gal-Gal-Gal-Gal-Gal-Glc-Cer ,
GALGLUSIDEtg,,,Transport of Galactosyl Glucosyl Ceramide ,
GALGLUSIDEtl,,,Transport of Galactosyl Glucosyl Ceramide ,
GALGT1,34.15,10.26,"Beta-1, 4 N-Acetylgalactosaminyltransferase",3.328460038986355
GALGT2,34.15,10.26,"Beta-1, 4 N-Acetylgalactosaminyltransferase",3.328460038986355
GALGT3,34.15,10.26,"Beta-1, 4 N-Acetylgalactosaminyltransferase",3.328460038986355
GALGT4,34.15,10.26,"Beta-1, 4 N-Acetylgalactosaminyltransferase",3.328460038986355
GALNACT1g,60.54,7.29,"UDPgal-Chondroitin Acetylgalactosaminyltransferase I, Golgi",8.304526748971194
GALNACT2g,91.4623,14.51,"Uridine Diphosphoacetylgalactosamine-Chondroitin Acetylgalactosaminyltransferase Ii, Golgi",6.303397656788422
GALNACT3g,91.4623,14.51,"Uridine Diphosphoacetylgalactosamine-Chondroitin Acetylgalactosaminyltransferase Ii, Golgi",6.303397656788422
GALNACT4g,91.4623,14.51,"Uridine Diphosphoacetylgalactosamine-Chondroitin Acetylgalactosaminyltransferase Ii, Golgi",6.303397656788422
GALNACT5g,91.4623,14.51,"Uridine Diphosphoacetylgalactosamine-Chondroitin Acetylgalactosaminyltransferase Ii, Golgi",6.303397656788422
GALNTg,374.8131,283.7371,"Galnac Transferase, Golgi Apparatus",1.3209872801265679
GALOR,269.18,337.55,D-Galactose:NADP+ 1-Oxidoreductase,0.7974522292993631
GALSIDEtg,,,Galactocerebroside Intracellular Transport,
GALSIDEtl,,,Galactocerebroside Intracellular Transport,
GALt1r,206.5418,80.29,Galactose Transport (Uniport),2.5724473782538295
GALT2g,27.08,41.33,"UDP-D-Galactose:Galactosylxylose Galactosyltransferase, Golgi Apparatus",0.655214130171788
GALTg,42.08,29.06,"UDP-D-Galactose:D-Xylose Galactosyltransferase, Golgi Apparatus",1.4480385409497591
GALtly,,,Galactose Efflux from Lysosome,
GAMt1r,183.9318,6.17,Glucosamine Transport (Uniport),29.810664505672612
GAMYe,0.14,3.03,"Glucoamylase, Extracellular (Glygn5 -> Malt)",0.04620462046204621
GAO1,36.18,36.52,Ganglioside O-Acetylation,0.9906900328587075
GAO1g,36.18,36.52,Ganglioside O-Acetylation,0.9906900328587075
GAO2,36.18,36.52,Ganglioside O-Acetylation,0.9906900328587075
GAO2g,36.18,36.52,Ganglioside O-Acetylation,0.9906900328587075
GARFT,379.12,182.6,Phosphoribosylglycinamide Formyltransferase,2.0762322015334065
GASNASE2ly,16.15,25.1,"Glycosylasparaginase, Lysosomal",0.643426294820717
GASNASE3ly,16.15,25.1,"Glycosylasparaginase, Lysosomal",0.643426294820717
GASNASEly,16.15,25.1,"Glycosylasparaginase, Lysosomal",0.643426294820717
GBA,542.25,337.95,Glucosylceramidase,1.604527296937417
GBAl,542.25,337.95,Glucosylceramidase,1.604527296937417
GBGT1,0.03,0.07,"Globoside Alpha-1, 3-N-Acetylgalactosaminyltransferase 1",0.4285714285714285
GBSIDEte,,,Globoside Transport,
GBSIDEtl,,,Globoside Intracellular Transport,
GCALDDm,578.15,605.08,"Glycolaldehyde Dehydrogenase, Mitochondrial",0.9554934884643352
GCC2am,0.77,33.35,"Glycine-Cleavage Complex (Lipoamide), Mitochondrial",0.023088455772113943
GCC2bim,0.77,33.35,"Glycine-Cleavage System (Lipoamide) Irreversible, Mitochondrial",0.023088455772113943
GCC2cm,0.77,33.35,"Glycine-Cleavage Complex (Lipoamide), Mitochondrial",0.023088455772113943
GCCam,0.77,33.35,"Glycine-Cleavage Complex (Lipoylprotein), Mitochondrial",0.023088455772113943
GCCbim,0.77,33.35,"Glycine-Cleavage Complex (Lipoylprotein) Irreversible, Mitochondrial",0.023088455772113943
GCCcm,0.77,33.35,"Glycine-Cleavage Complex (Lipoylprotein), Mitochondrial",0.023088455772113943
GCHOLAt,1.49,12.81,Glycocholate Transport via Bicarbonate Antiport,0.11631537861046057
GCHOLAt2,0.43683,0.60259,Glycocholate Transport via Sodium Symport,0.7249207587248379
GCHOLAte,,,Bile Acid Intracellular Transport,
GCHOLAtx,,,Bile Acid Intracellular Transport,
GCNTg,21.27,14.94,"N-Acetyllactosaminide Beta-1, 6-N-Acetylglucosaminyl-Transferase",1.4236947791164658
GD1B2te,,,Transport of Gd1Beta ,
GD1B2tg,,,Transport of Gd1Beta ,
GD1Cte,,,Transport of Gd1C ,
GD1Ctg,,,Transport of Gd1C ,
GDPFUCtg,32.53,13.34,"Transport of Guanosine-5'-Diphosphate-L-Fucose via CMP Antiport, Golgi Apparatus",2.4385307346326837
GDPtg,,,Transport of Guanosine-5'-Diphosphate ,
GFUCS,75.87,57.77,GDP-L-Fucose Synthase,1.3133114073048295
GGH_10FTHF5GLUe,204.78,187.5,"Gamma-Glutamyl Hydrolase (10Fthf5Glu), Extracellular",1.09216
GGH_10FTHF5GLUl,204.78,187.5,"Gamma-Glutamyl Hydrolase (10Fthf5Glu), Lysosomal",1.09216
GGH_10FTHF6GLUe,204.78,187.5,"Gamma-Glutamyl Hydrolase (10Fthf6Glu), Extracellular",1.09216
GGH_10FTHF6GLUl,204.78,187.5,"Gamma-Glutamyl Hydrolase (10Fthf6Glu), Lysosomal",1.09216
GGH_10FTHF7GLUe,204.78,187.5,"Gamma-Glutamyl Hydrolase (10Fthf7Glu), Extracellular",1.09216
GGH_10FTHF7GLUl,204.78,187.5,"Gamma-Glutamyl Hydrolase (10Fthf7Glu), Lysosomal",1.09216
GGH_5DHFe,204.78,187.5,"Gamma-Glutamyl Hydrolase (5Dhf), Extracellular",1.09216
GGH_5DHFl,204.78,187.5,"Gamma-Glutamyl Hydrolase (5Dhf), Lysosomal",1.09216
GGH_5THFe,204.78,187.5,"Gamma-Glutamyl Hydrolase (5Thf), Extracellular",1.09216
GGH_5THFl,204.78,187.5,"Gamma-Glutamyl Hydrolase (5Thf), Lysosomal",1.09216
GGH_6DHFe,204.78,187.5,"Gamma-Glutamyl Hydrolase (6Dhf), Extracellular",1.09216
GGH_6DHFl,204.78,187.5,"Gamma-Glutamyl Hydrolase (6Dhf), Lysosomal",1.09216
GGH_6THFe,204.78,187.5,"Gamma-Glutamyl Hydrolase (6Thf), Extracellular",1.09216
GGH_6THFl,204.78,187.5,"Gamma-Glutamyl Hydrolase (6Thf), Lysosomal",1.09216
GGH_7DHFe,204.78,187.5,"Gamma-Glutamyl Hydrolase (7Dhf), Extracellular",1.09216
GGH_7DHFl,204.78,187.5,"Gamma-Glutamyl Hydrolase (7Dhf), Lysosomal",1.09216
GGH_7THFe,204.78,187.5,"Gamma-Glutamyl Hydrolase (7Thf), Extracellular",1.09216
GGH_7THFl,204.78,187.5,"Gamma-Glutamyl Hydrolase (7Thf), Lysosomal",1.09216
GGLUCT,153.05,102.25,Gamma-Glutamylcyclotransferase,1.4968215158924207
GGNG,105.62,94.64,Glycogenin Self-Glucosylation,1.1160185967878276
GGT_L,,,Geranylgeranyltransferase (Liver),
GGT5r,0.11,0.39,Gamma-Glutamyltransferase 5,0.28205128205128205
GGT6,,,Gamma-Glutamyltransferase,
GHMT2rm,275.09,345.94,"Glycine Hydroxymethyltransferase, Reversible, Mitochondrial",0.795195698676071
GHMT3,83.68,104.6,Glycine Hydroxymethyltransferase,0.8000000000000002
GLACO,1515.12,1997.3769,D-Glucuronolactone:NAD+ Oxidoreductase,0.7585548826563479
GLACter,,,"D-Glucurono-6, 3-Lactone Transport, Endoplasmic Reticulum",
GLAl,131.46,91.28,"Galactosidase, Alpha",1.4401840490797546
GLB1,97.12,104.36,Beta-Galactosidase,0.9306247604446148
GLBRAN,35.43,34.38,"1, 4-Alpha-Glucan Branching Enzyme (Glygn1 -> Glygn2)",1.0305410122164047
GLCAASE1ly,60.43,55.83,"Beta-Glucuronidase, Lysosomal",1.0823929786852946
GLCAASE4ly,60.43,55.83,"Beta-Glucuronidase, Lysosomal",1.0823929786852946
GLCAASE5ly,60.43,55.83,"Beta-Glucuronidase, Lysosomal",1.0823929786852946
GLCAASE6ly,60.43,55.83,"Beta-Glucuronidase, Lysosomal",1.0823929786852946
GLCAASE7ly,60.43,55.83,"Beta-Glucuronidase, Lysosomal",1.0823929786852946
GLCAASE8ly,77.74,70.85,"Beta-Glucuronidase, Lysosomal",1.0972477064220183
GLCAASE9ly,60.43,55.83,"Beta-Glucuronidase, Lysosomal",1.0823929786852946
GLCAE1g,,,Chondroitin-Glucuronate 5-Epimerase,
GLCAE2g,12.99,10.6,Heparosan-N-Sulfate-Glucuronate 5-Epimerase,1.2254716981132077
GLCAT2g,64.2423,32.36,"Chondroitin Glucuronyltransferase Ii, Golgi Apparatus",1.9852379480840545
GLCAT3g,64.2423,32.36,"Chondroitin Glucuronyltransferase Ii, Golgi Apparatus",1.9852379480840545
GLCAT4g,64.2423,32.36,"Chondroitin Glucuronyltransferase Ii, Golgi Apparatus",1.9852379480840545
GLCAT5g,64.2423,32.36,"Chondroitin Glucuronyltransferase Ii, Golgi Apparatus",1.9852379480840545
GLCAT6g,93.02,52.78,Heparan Glucuronyltransferase Ii,1.762410003789314
GLCAT7g,93.02,52.78,Heparan Glucuronyltransferase Ii,1.762410003789314
GLCAT8g,93.02,52.78,Heparan Glucuronyltransferase Ii,1.762410003789314
GLCAT9g,93.02,52.78,Heparan Glucuronyltransferase Ii,1.762410003789314
GLCATg,58.4491,42.95,"UDP-D-Glucuronate:Galactosylgalactosylxylose Glucuronosyltransferase, Golgi Apparatus",1.3608637951105937
GLCMter,,,Glucose Transport via Membrane Vesicle,
GLCNACASE1ly,41.69,23.26,"Alpha-N-Acetylglucosaminidase, Lysosomal",1.7923473774720549
GLCNACASE2ly,41.69,23.26,"Alpha-N-Acetylglucosaminidase, Lysosomal",1.7923473774720549
GLCNACASE3ly,41.69,23.26,"Alpha-N-Acetylglucosaminidase, Lysosomal",1.7923473774720549
GLCNACASE4ly,41.69,23.26,"Alpha-N-Acetylglucosaminidase, Lysosomal",1.7923473774720549
GLCNACASE5ly,41.69,23.26,"Alpha-N-Acetylglucosaminidase, Lysosomal",1.7923473774720549
GLCNACDASg,76.1696,64.0639,GlcNac N-Deacetylase / N-Sulfotransferase,1.1889628948596636
GLCNACT1g,56.42,49.18,"Alpha-N-Acetylglucosaminyltransferase I, Golgi Apparatus",1.1472143147620986
GLCNACT2g,129.13,77.23,Alpha-N-Acetylglucosaminyltransferase Ii,1.6720186456040398
GLCNACT3g,129.13,77.23,Alpha-N-Acetylglucosaminyltransferase Ii,1.6720186456040398
GLCNACT4g,129.13,77.23,Alpha-N-Acetylglucosaminyltransferase Ii,1.6720186456040398
GLCNACT5g,129.13,77.23,Alpha-N-Acetylglucosaminyltransferase Ii,1.6720186456040398
GLCt1r,257.8496,130.71,Glucose Transport (Uniport),1.972684568892969
GLCt2_2,0.21593,0.26191,Transport of D-Glucose  via Proton Symport,0.8244435111297775
GLCter,,,"Glucose Transport, Endoplasmic Reticulum",
GLCtg,33.5,0.23,"Glucose Transport, Golgi Apparatus",145.65217391304347
GLCtly,,,Glucose Efflux from Lysosome,
GLCURter,,,Glucuronate Endoplasmic Reticular Transport,
GLCURtly,69.18,45.93,Transport of Glucuronate  into Lysososme,1.5062050947093404
GLDBRAN,193.02,187.98,Glycogen Debranching Enzyme,1.026811362910948
GLGNS1,105.62,94.64,Glycogen Synthase (Ggn -> Glygn1),1.1160185967878276
GLNALANaEx,484.08,154.72,L-Alanine/L-Glutamine Na-Dependent Exchange (Gln-L In),3.1287487073422957
GLNASNNaEx,484.08,154.72,L-Glutamine/L-Asparagine Na-Dependent Exchange (Gln-L In),3.1287487073422957
GLNCYSNaEx,484.08,154.72,L-Cysteine/L-Glutamine Na-Dependent Exchange (Gln-L In),3.1287487073422957
GLNLASEer,,,"Gluconolactonase, Endoplasmic Reticulum",
GLNSERNaEx,484.08,154.72,L-Serine/L-Glutamine Na-Dependent Exchange (Gln-L In),3.1287487073422957
GLNTHRNaEx,484.08,154.72,L-Threonine/L-Glutamine Na-Dependent Exchange (Gln-L In),3.1287487073422957
GLNtm,,,L-Glutamine Transport via Electroneutral Transporter,
GLNtN1,0.36893,52.07,"Glutamine Transport (Na, H Coupled)",0.007085269829076243
GLPASE1,184.66,200.35,Glycogen Phosphorylase (Glygn2 -> Dxtrn),0.9216870476665835
GLPASE2,184.66,200.35,Glycogen Phosphorylase (Amyls -> Glc-D),0.9216870476665835
GLRASE,,,Glucuronolactone Reductase,
GLU5Km,96.45,232.23,"Glutamate 5-Kinase, Mitochondrial",0.4153210179563364
GLUCYS,70.95,37.87,Gamma-Glutamylcysteine Synthetase,1.873514655400053
GLUDC,18.7844,4.1376,Glutamate Decarboxylase,4.53992652745553
GLUDxm,236.26,289.73,"Glutamate Dehydrogenase (NAD), Mitochondrial",0.8154488661857591
GLUDym,236.26,289.73,"Glutamate Dehydrogenase (NADP), Mitochondrial",0.8154488661857591
GluForTx,0.4,9.1,Glutamate Formimidoyltransferase,0.04395604395604396
GLUNm,60.31,87.69,"Glutaminase, Mitochondrial",0.6877637130801688
GLUt2m,151.28,144.45,"L-Glutamate Reversible Transport via Proton Symport, Mitochondrial",1.0472827968155072
GLUt6,8.84,18.3383,"Glutamate Transport via Na, H Symport And K Antiport",0.4820512261223777
GLUt7l,,,"Glutamate Transport, Lysosomal",
GLUTCOADHm,51.32,66.5,"Glutaryl Coenzyme A Dehydrogenase, Mitochondrial",0.7717293233082707
GLUtr,,,Intracellular Transport,
GLUVESSEC,3.6247,16.9392,L-Glutamate Secretion via Secretory Vesicle (ATP Driven),0.2139829507887031
GLXO2p,0.47952,0.4,"Glyoxylate Oxidase, Peroxisomal",1.1987999999999999
GLXtm,,,"Glyoxylate Transport, Mitochondrial",
GLXtp,,,"Glyoxylate Transport, Peroxisomal",
GLYAMDTRc,43.9,152.24,"Glycine Amidinotransferase, Cytosolic",0.2883604834471886
GLYATm,22.09,37.38,Glycine C-Acetyltransferase,0.5909577314071696
GLYBt4_2_r,0.56444,0.42,Betaine Transport (Sodium Symport) (2:1),1.3439047619047622
GLYBtm,,,Glycine Betaine Transport via Diffusion (Mitochondria to Cytosol),
GLYC3Ptm,,,Glycerol-3-Phosphate Shuttle,
GLYCK2,,,Glycerate Kinase,
GLYCLTDy,155.88,208.92,Glycolate Dehydrogenase (NADP),0.746122917863297
GLYCLTDym,,,"Glycolate Dehydrogenase (NADP), Mitochondrial",
GLYCLTtp,,,Transport of Glycolate  into Peroxisome,
GLYC_St,,,Secretion of L-Glycerate,
GLYCtm,,,Transport of Glycerol ,
GLYCTO1p,0.47952,0.4,"Glycolate Oxidase, Peroxisome",1.1987999999999999
GLYKm,225.2753,209.9504,Glycerol Kinase,1.0729929545264023
GLYOp,,,"Glycine Oxidase, Perixosomal",
GLYOXm,47.81,34.62,"Hydroxyacylglutathione Hydrolase, Mitochondrial",1.380993645291739
GLYt4,644.0,491.8087,Transport of Glycine  via Sodium Symport,1.3094522321382278
GLYt7_211_r,32.24,38.44,"Transport of Glycine   via Sodium And Chloride Symport (2:1:1), Reversible",0.838709677419355
GLYtm,,,"Transport of Glycine, Passive, Mitochondrial",
GLYtp,,,"Transport of Glycine, Passive, Peroxisomal",
GLYVESSEC,0.11481,0.12965,Secretion of Glycine  via Secretory Vesicle (ATP Driven),0.8855379868877749
GMPtg,,,"Transport of GMP, Golgi Apparatus",
GMPtn,,,"Transport of GMP, Nuclear ",
GNDer,606.66,586.04,"Phosphogluconate Dehydrogenase, Endoplasmic Reticulum",1.0351853115828271
GNMT,0.18,0.2,Glycine N-Methyltransferase,0.8999999999999999
GP1CALPHAte,,,Transport of Gp1C Alpha ,
GP1CALPHAtg,,,Transport of Gp1C Alpha ,
GP1Cte,,,Transport of Gp1C ,
GP1Ctg,,,Transport of Gp1C ,
GPAM_hs,61.25,74.29,Glycerol-3-Phosphate Acyltransferase,0.8244716650962444
GPIAT,23.43,32.73,Glucosaminylphosphatidyl Inositol Acetyltransferase,0.7158570119156737
GPIDA2er,3.44,8.16,"Glycophosphatidylinositol (Gpi) Deacylase, Endoplasmic Reticulum",0.4215686274509804
GPIDAer,3.44,8.16,"Glycophosphatidylinositol (Gpi) Deacylase, Endoplasmic Reticulum",0.4215686274509804
GPIMTer_U,11.86,5.65,"Glcn-Acylpi Mannosyltransferase, Endoplasmic Reticulum",2.0991150442477875
GQ1BALPHAte,,,Transport of Gq1Balpha ,
GQ1BALPHAtg,,,Transport of Gq1Balpha ,
GQ1Bte,,,Transport of Gq1B ,
GQ1Btg,,,Transport of Gq1B ,
GRTTx,459.51,605.94,Geranyltranstransferase,0.7583424101396177
GSNt,166.91,168.39,Guanosine Faciliated Transport in Cytosol,0.9912108795059089
GSNt4,0.41,0.9,Guanosine Transport in via Sodium Symport,0.4555555555555555
GSNtl,40.51,44.83,Guanosine Faciliated Transport from Lysosome,0.9036359580637966
GT1Ate,,,Transport of Gt1A ,
GT1Atg,,,Transport of Gt1A ,
GTHDH,,,Glutathione Dehydrogenase (Dehydroascorbate Reductase),
GTHO,190.23,263.37,Glutathione Oxidoreductase,0.722291832782777
GTHOm,190.23,263.37,Glutathione Oxidoreductase,0.722291832782777
GTHP,5510.65,9021.59,Glutathione Peroxidase,0.6108291332237443
GTHPe,2046.8018,2839.4538,"Glutathione Peroxidase, Extracellular",0.7208434946185778
GTHPm,2360.96,3824.17,"Glutathione Peroxidase, Mitochondria",0.6173784115245923
GTHRDt,,,Glutathione Transport into Mitochondria,
GTHRDtr,,,Glutathione Transport via Diffusion,
GTHS,110.81,95.83,Glutathione Synthetase,1.156318480642805
GTMLTe,111.21,94.24,"G-Glutamyltransferase, Extracellular",1.180072156196944
GUACYC,3.2206,65.61,Guanylate Cyclase,0.04908702941624753
GUAD,34.33,9.48,Guanine Deaminase,3.6213080168776366
GULLACter,,,Gulonolactone Endoplasmic Reticular Transport,
GULN3D,,,L-Gulonate 3-Dehydrogenase,
GULNDer,,,"Gulonate Dehydrogenase, Endoplasmic Reticulum",
GULNter,,,L-Gulonate Endoplasmic Reticular Export,
GUR1PP,,,Glucuronate 1-Phosphate Phosphatase,
H2CO3Dm,4.7744,9.23,Carboxylic Acid Dissociation,0.5172697724810401
H2ETer,24.04,23.44,"H2 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",1.0255972696245732
H2MTer_U,7.33,5.57,"H2 Mannosyltransferase, Endoplasmic Reticulum",1.3159784560143626
H2O2syn,0.6753,0.84,Hydrogen Peroxide Synthesis (NADPH Dependent),0.8039285714285714
H2O2t,,,Hydrogen Peroxide Transport via Diffusion,
H2O2tly,,,Hydrogen Peroxide Lysosomal Transport via Diffusion,
H2O2tm,,,Hydrogen Peroxide Mitochondrial Transport,
H2O2tn,,,Hydrogen Peroxide Nuclear Transport,
H2O2tp,,,Hydrogen Peroxide Peroxisomal Transport via Diffusion,
H2Oter,,,H2O Endoplasmic Reticulum Transport,
H2Otg,,,"H2O Transport, Golgi Apparatus",
H2Otly,,,"H2O Transport, Lysosomal",
H2Otm,0.45865,0.05,"H2O Transport, Mitochondrial",9.173
H2Otn,,,"H2O Transport, Nuclear",
H2Otp,,,"H2O Transport, Peroxisomal",
H3ETer,24.04,23.44,"H3 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",1.0255972696245732
