GENE	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C11_419730	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: GSM253206	Liver_Cancer.Cell.Line_Low_PLC-PRF-5_Hepatocellular.Carcinoma: MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A04_454756
MORN5	24.18	39.69	34.27
GAB1	128.30	98.24	45.63
CALHM1	38.90	39.69	26.09
MPV17L	446.80	690.55	961.54
TMEM86B	266.21	106.54	103.22
CBARP	38.32	60.08	42.39
TAC4	18.42	20.68	20.90
GABBR1	76.90	136.01	158.74
CCDC108	24.38	20.53	23.29
TMCO4	73.44	84.48	93.96
C4orf22	13.17	15.06	12.28
IGFBP7-AS1	12.21	12.70	13.94
PLA2G4F	45.64	65.68	75.50
CSNK1G2-AS1	81.46	143.15	120.50
GABPA	75.86	78.28	63.92
MCOLN2	80.38	52.47	72.97
LRRC57	154.22	136.77	312.17
MYADML2	38.76	30.58	29.53
NUP210P1	31.75	35.49	33.32
C10orf93	62.48	68.56	68.42
MBLAC1	62.51	88.16	82.91
TCP11L2	17.11	18.66	16.96
GABPB1	352.80	389.24	233.97
ZNF718	59.57	54.31	39.62
LINC00935	19.03	14.42	15.86
RASGEF1C	21.05	40.60	25.28
RNF144B	50.05	58.21	59.12
GABRA1	14.53	17.30	16.32
ELMOD2	318.67	256.68	202.21
GABRA2	127.75	144.13	15.63
HIST1H2BA	17.69	15.48	16.29
COL24A1	21.63	19.83	15.64
GABRA3	30.75	26.39	46.14
PCSK9	226.74	491.45	62.62
NPNT	243.79	44.06	99.16
TCTEX1D2	351.31	257.01	578.43
PDZD9	18.23	24.31	20.09
INAFM1	146.47	100.66	229.46
SMCO1	23.09	23.82	28.31
GABRA4	51.16	42.59	40.33
BCL6B	90.26	96.20	91.82
GABRA5	18.84	17.95	17.37
CNEP1R1	370.47	565.31	555.56
ADAM5	49.30	57.77	31.29
SYT14	17.77	15.85	15.38
PAN3	315.94	556.41	426.29
GABRA6	22.94	17.35	20.60
ANKRD31	27.20	22.89	22.17
ZNF549	22.40	18.32	21.61
COL6A5	15.86	16.83	16.34
GABRB1	124.87	34.67	25.73
SYCE2	35.59	51.83	35.04
TMEM196	14.26	16.02	17.72
HMCN2	79.04	87.42	88.53
GABRB2	19.71	21.58	15.74
CDRT15L2	19.18	24.11	58.69
NAPSB	22.36	22.65	30.20
NUDT14	80.44	73.12	236.48
GABRB3	18.43	19.08	20.28
NATD1	65.37	66.68	70.92
CCDC110	16.17	18.54	20.29
LMNTD2	42.45	31.00	56.22
GK5	20.76	15.07	20.89
EML3	94.95	96.74	177.58
LINC00521	26.51	29.59	35.28
SCML4	21.30	23.85	22.32
GABRD	44.34	36.64	41.44
ST6GALNAC3	38.34	25.90	27.70
MFSD8	153.39	165.83	158.63
TMEM151A	47.96	30.47	58.02
GABRE	31.90	40.36	40.68
TCERG1L	21.49	35.02	19.34
LYSMD2	66.40	161.20	365.24
GABRG1	29.37	19.69	15.37
CXorf23	49.01	36.81	51.84
NUTM1	95.27	121.90	99.68
MAMDC2	23.72	15.71	15.56
GABRG2	27.29	21.84	23.50
GLIPR1L1	38.74	30.75	40.69
MAP7D2	34.72	39.84	93.00
WDR72	205.34	197.43	68.29
GABRG3	28.43	27.83	21.43
C10orf67	62.41	70.85	61.94
GABRP	22.64	35.23	31.72
NPB	181.30	245.40	157.93
KANK3	37.97	27.76	63.49
HEATR9	14.20	18.79	17.19
SUN3	13.65	11.34	15.60
GABRR1	54.72	64.80	17.46
TINCR	39.81	34.82	31.81
FRMD3	186.55	38.82	46.94
C1orf101	18.90	20.23	14.65
CATSPERD	14.51	14.16	14.69
PLCXD2	84.51	60.07	55.57
GABRR2	106.47	125.58	97.44
ZNF683	77.25	83.09	104.75
LINC00205	25.46	39.18	37.98
ARHGAP30	60.03	54.10	53.38
GCSAM	38.38	34.16	42.51
RNF214	152.62	238.66	246.30
C9orf43	22.01	20.31	20.58
CFAP126	24.58	30.20	25.51
NEGR1	15.64	17.34	16.14
GAD1	29.40	26.14	140.93
DSCR9	67.07	92.58	103.79
SHPRH	184.93	150.50	143.43
CCDC96	42.75	39.17	130.74
KLHL34	23.25	15.41	23.00
GAD2	44.88	57.48	33.52
UTS2B	18.60	14.33	17.99
BRWD1-IT2	32.43	30.10	28.90
SNX33	111.60	128.33	95.51
TAB3	99.02	61.10	58.09
C2orf72	260.55	247.88	181.66
KIAA1549L	21.08	22.13	18.53
SHC2	260.04	261.11	177.84
ANKS4B	48.57	42.91	52.18
HYPM	58.05	55.77	48.39
HYPK	664.67	605.09	1928.01
PRPF40B	56.46	60.94	116.96
SLC24A2	50.58	52.70	43.37
C22orf31	27.48	36.20	37.58
TBC1D22A	301.69	264.84	397.61
C22orf24	41.07	58.29	31.10
CBY1	400.54	345.78	323.41
SUN2	290.08	225.11	187.10
DSTYK	48.86	48.46	74.77
RASGRP3	64.77	28.92	170.08
RAB3GAP2	537.90	482.00	407.94
RAD54B	178.73	229.29	153.69
TMEM59L	69.59	75.82	60.41
CFAP45	87.42	107.90	82.23
NGEF	36.63	65.56	30.85
CIZ1	251.46	281.21	210.42
FBXO7	1077.74	837.76	761.18
FSCN2	30.55	22.72	28.55
PGLS	489.00	475.99	816.83
QPCT	97.90	33.48	72.30
BRI3	1176.51	875.10	1655.44
ZNF324	173.90	163.37	188.46
ALX3	36.44	59.30	32.01
SLC39A6	335.16	271.67	525.92
SVIP	542.92	372.89	545.03
GCA	334.86	157.54	176.18
LMOD1	48.61	55.62	45.05
SPDEF	194.93	203.95	194.54
LSM4	1746.56	1897.78	989.67
BAMBI	2661.82	1154.22	2574.18
VAX2	30.14	30.85	27.56
RHBDD3	230.29	153.88	132.65
TTLL1	120.64	107.08	61.93
GAK	465.55	686.40	402.96
SAMM50	705.30	637.07	851.46
ATXN10	532.38	680.66	502.16
TNFAIP8	226.91	62.72	148.62
FAM19A5	21.35	20.40	46.54
KLK5	24.13	33.56	34.16
NOCT	92.93	81.27	54.14
GALC	453.14	214.47	171.85
ARIH1	341.56	303.05	282.07
MTO1	662.56	872.55	417.66
DNAJB5	95.21	99.86	73.98
TPSG1	80.50	116.33	94.80
PRDX5	2193.62	2063.25	2569.19
BACE2	36.37	36.78	54.12
FBXL2	148.65	96.50	160.49
TXN2	484.42	372.76	477.02
TMEM184B	332.41	307.55	385.29
GALE	392.32	513.81	504.18
SULT4A1	121.93	104.84	125.19
HECTD1	547.80	351.63	123.17
POU2F3	13.13	14.25	13.14
MGAT4C	14.34	17.10	12.50
NIPBL	233.78	305.03	96.72
RAB26	79.29	62.51	157.77
COG4	336.14	266.43	190.49
B4GALNT1	67.85	86.71	99.34
METTL7A	683.22	644.13	415.07
ABTB2	41.95	50.89	61.73
ASF1A	831.75	751.17	311.63
MOB4	710.06	620.42	809.73
YIPF3	305.92	373.22	428.01
ANAPC13	2465.22	2071.99	1795.54
PARM1	271.24	76.87	141.57
GALK1	90.18	107.51	102.16
ZNF345	35.00	36.67	30.27
TECPR1	101.60	92.07	134.73
ARMC8	88.49	67.21	61.27
DCAF12	374.16	465.55	624.22
FAM149A	34.04	34.18	26.25
BRMS1	1418.65	1481.15	576.79
TEX40	68.26	122.94	89.78
PART1	71.72	53.55	61.48
GALK2	126.90	139.11	216.56
DFNB31	83.07	74.42	75.12
USP49	51.85	49.83	51.25
ABHD14A	188.98	206.13	243.54
PRKD2	267.07	206.33	416.42
SUMF2	317.94	239.34	455.18
C3orf17	193.13	196.24	115.76
RPL36	6652.59	5007.93	5148.37
MPC2	3641.46	4342.17	3381.15
LETMD1	469.83	539.40	529.95
SPEF1	35.06	32.20	50.59
MXRA5	32.57	46.45	31.92
DCAF13	1700.68	1771.68	1402.90
GALR1	17.12	19.55	17.07
TMEM186	225.41	163.56	189.07
CHRDL2	32.72	39.71	39.04
POLR1A	137.33	183.05	290.16
POC1A	177.93	137.29	185.89
ZNF473	150.68	188.42	136.97
GALNS	336.93	295.80	296.21
ABI3BP	35.68	28.37	26.96
PAMR1	65.34	92.76	68.06
TRIM58	12.09	13.35	18.80
PLEKHG4	44.62	48.74	185.30
METTL21B	168.58	256.12	158.12
INTS7	226.46	283.93	279.89
RNF19A	232.15	196.79	124.66
RCHY1	336.63	338.94	210.04
GALNT1	1077.00	709.72	983.31
AMBN	43.18	88.69	44.72
IFFO1	272.86	380.12	227.21
CCDC28A	446.53	253.95	287.66
MTHFD1L	520.01	489.51	620.72
OLFML2B	30.96	32.58	43.92
CNOT10	216.12	242.31	199.58
ANAPC15	422.35	537.49	690.84
TMEM158	73.00	55.09	74.52
AHCTF1	330.27	329.79	209.28
GALNT2	296.05	218.62	476.36
DPCD	306.34	272.63	363.90
C1orf43	2287.41	2497.55	2511.44
POT1	144.93	122.48	248.28
RTTN	110.18	135.89	135.05
NDUFAF3	1263.14	1619.80	1106.59
ALS2CL	83.62	98.98	136.37
THUMPD3	371.86	276.61	234.27
NCR3	32.40	38.17	37.56
GALNT3	44.50	19.21	24.26
NELFB	663.43	727.20	310.75
LY6G6F	46.68	46.89	36.80
HSPA12A	31.69	29.31	106.94
ZDHHC5	1243.42	1155.98	495.42
SGMS1	564.18	729.01	243.22
NALCN	18.35	19.64	19.74
DSCR10	75.10	107.73	99.41
TMIE	59.67	64.47	69.84
WFDC11	48.00	49.85	55.54
ATL3	518.82	277.45	192.44
WFDC9	49.26	44.44	37.98
MRGPRX1	22.35	20.00	17.64
MYRIP	14.92	14.80	11.46
ZNF521	14.72	15.68	16.78
ASPM	335.95	357.62	143.67
NOL11	1349.30	1065.78	1160.31
CNRIP1	23.60	36.31	45.88
BOD1L1	362.92	188.84	154.89
TAS2R39	39.23	38.15	37.80
TAS2R40	14.07	17.18	21.30
TAS2R41	34.25	36.03	33.14
SOSTDC1	37.42	34.31	33.58
TAS2R50	18.95	19.03	15.72
GEMIN5	441.11	629.34	349.10
GALT	220.42	212.88	218.96
IL4I1	36.64	43.69	39.84
FAM205A	26.32	23.50	21.57
PTPN23	84.38	79.16	96.42
CLIC4	608.66	397.75	243.40
NIPSNAP3A	346.69	177.36	297.04
NSL1	134.69	162.53	130.81
WWTR1	139.02	68.20	282.83
SAMHD1	75.73	55.67	77.71
GAMT	790.93	978.21	235.06
FAM98A	1059.82	732.96	930.98
TPGS2	659.85	784.32	913.02
SIN3A	277.53	264.35	272.04
C20orf194	137.83	130.77	122.62
ZNF385A	52.15	75.79	89.66
KBTBD2	252.93	302.02	263.22
SYF2	293.99	275.27	272.93
RWDD3	282.69	244.50	417.11
PNKD	324.55	340.14	460.58
SEC31B	57.96	59.37	71.79
PNISR	445.91	297.37	508.67
KANK2	238.72	185.85	393.82
GANC	44.80	49.87	73.74
ADGRA2	48.66	65.03	52.19
NUDT13	19.41	28.30	50.05
KIAA1429	247.62	314.23	190.53
TMEM87A	444.55	283.15	758.44
C2CD2	182.96	253.07	748.11
GAP43	30.97	25.10	18.68
SH2B1	119.57	115.87	117.78
UNC50	842.89	634.03	786.77
PARS2	135.63	221.38	157.85
MMACHC	219.58	337.23	224.83
EGFL6	26.43	47.18	28.17
TIPARP	801.58	562.61	1130.31
NECAP1	421.80	466.72	416.97
CHMP2B	666.43	381.91	373.92
DHRS7B	329.99	230.11	171.52
GAPDH	19603.18	14652.91	20649.22
AAR2	334.07	438.16	355.79
DNAH1	33.09	39.05	32.13
NGDN	1173.74	1190.29	724.68
KRT23	56.77	78.40	110.21
TSKU	374.39	436.37	242.90
HINFP	169.41	204.11	198.09
ULK3	116.58	132.06	230.18
SNED1	32.82	51.55	49.64
HIGD1A	389.24	366.71	229.81
REXO2	718.38	742.89	1065.78
IBTK	539.17	514.21	1069.56
CLIP3	60.67	80.34	70.85
AMBP	2520.68	19603.18	1694.80
ABL1	547.15	601.03	285.43
TBC1D10B	183.83	242.24	150.21
RNF167	545.26	831.75	811.92
MOXD1	90.20	46.04	226.16
GORASP2	1771.68	1708.36	1767.51
C2CD3	47.02	53.63	54.32
TKFC	121.73	123.96	106.13
ZZZ3	290.40	374.73	349.92
SPATS2L	614.13	578.19	293.90
TENM4	46.15	65.92	36.06
NSMF	173.85	174.80	198.28
L3MBTL1	33.81	31.09	41.02
RPAP1	253.14	339.13	288.77
FAM32A	778.58	707.70	534.00
LRIG1	87.31	104.34	117.76
UPF2	236.98	294.07	336.25
LRP10	514.21	407.94	1389.93
TMEM98	1273.69	827.61	1057.69
PTCD1	560.36	618.87	398.24
ACOT11	54.56	77.16	82.52
CYP4X1	15.24	15.90	14.48
PLEKHG3	158.81	154.77	231.97
OSBPL3	200.53	224.26	115.30
SUSD5	17.95	13.66	23.99
ATRNL1	22.48	27.82	17.48
IPCEF1	35.88	35.88	27.01
GLCE	76.28	39.06	63.29
ZNF451	219.06	281.76	161.90
SIPA1L1	134.21	168.53	188.37
CHD5	24.25	26.65	30.49
SS18L1	299.81	426.29	189.02
SETBP1	126.63	152.47	19.61
MAGI3	119.17	132.34	73.92
PRSS33	29.04	40.23	33.33
PYDC1	15.68	14.47	15.19
FDCSP	20.20	25.50	23.85
UBXN7	222.98	153.10	149.52
LRRTM2	22.53	27.47	25.76
LTN1	130.27	171.01	133.32
CNTNAP2	29.91	39.72	24.76
ZNF500	73.74	73.24	77.54
FAM169A	224.47	384.94	171.14
SLITRK5	29.35	36.60	71.76
PPP1R16B	28.21	32.32	31.30
DNM3	28.27	22.35	29.66
AUTS2	111.91	48.28	40.67
SENP6	313.86	265.71	244.18
RAB11FIP5	241.10	158.35	178.90
ANKRD17	475.01	412.37	422.09
GIGYF2	216.89	245.01	187.20
ERC2	27.06	25.30	22.67
APPL1	184.87	125.88	195.61
HACL1	577.03	343.79	286.30
HYALP1	12.54	15.39	18.84
DECR2	595.31	689.59	304.61
RAI14	749.25	1144.66	223.50
LSM14A	1030.48	1013.97	895.78
FAM127B	225.58	238.59	561.72
POLDIP2	799.86	599.29	945.41
CFAP61	28.60	30.32	30.04
TBC1D29	40.63	40.68	29.51
ARHGEF26	38.31	25.13	24.08
KLK13	48.06	55.00	52.60
GGA1	586.30	428.87	446.65
ABHD12	453.61	637.38	299.23
HERC4	131.74	143.99	134.82
TOR1AIP1	239.15	133.00	191.93
CCDC9	102.75	111.93	127.18
DCAF4	180.01	184.46	185.75
CHTOP	470.68	834.06	531.97
EDRF1	126.45	226.29	122.88
SZRD1	340.95	500.66	414.26
WIPI2	255.31	317.59	262.01
LRIT1	22.15	35.84	24.86
CCDC69	82.57	74.83	29.14
TANC2	30.15	45.74	132.84
WSB1	1094.68	821.72	940.18
LDLRAP1	166.36	174.97	134.08
PRPF31	540.22	411.43	347.12
EPC2	343.48	540.86	219.96
TCTN3	551.65	558.61	646.14
FGFR1OP2	147.40	99.34	98.60
KIF1BP	294.56	196.45	402.07
GAPVD1	325.02	288.63	256.20
TRPC4AP	271.37	270.13	239.79
SERBP1	360.91	532.78	271.82
TES	990.35	693.76	456.60
ZBTB20	404.53	599.04	254.21
TTLL3	38.65	41.43	56.20
IRF2BP1	221.83	337.05	343.29
TRAF3IP1	34.34	30.97	47.07
PHF19	488.63	512.85	427.45
C10orf12	18.75	19.52	28.64
RIBC2	30.01	114.04	36.08
NAT9	193.03	249.79	239.72
ZNF337	114.09	196.88	109.19
KIF26A	24.35	24.58	35.02
ABCA12	11.78	13.18	13.79
NOC2L	185.43	236.24	329.70
RSL1D1	316.49	277.07	109.93
GIMAP2	31.13	16.00	21.26
LRRC32	58.37	91.29	51.93
IFT172	82.00	77.95	117.32
MTG2	150.79	192.26	145.34
RGS22	43.19	45.56	68.67
PCDHB5	456.29	237.91	19.19
SENP3	217.17	226.91	302.80
TIPRL	288.95	280.98	305.64
STEAP2	199.18	112.98	172.28
NPHP4	71.37	53.88	77.81
INTS1	73.28	84.27	98.69
TMEM251	275.63	285.83	608.92
GARS	2370.54	3496.03	3801.36
OR1F2P	29.56	41.28	29.27
OR1C1	48.79	52.87	36.23
OR1A2	22.07	21.83	16.55
GART	415.07	420.69	821.72
FBXW2	231.55	234.44	107.03
PTPN22	12.96	12.33	14.73
GAS1	45.45	49.28	49.28
GMEB2	326.04	419.29	253.62
SPAG8	45.28	36.07	54.53
PITPNC1	179.21	183.37	304.35
GAS2	899.51	3309.05	23.10
OR2F1	44.38	80.76	62.00
OR2B6	27.95	36.10	25.02
OR1J4	21.86	24.80	24.41
GAS6	99.72	91.73	111.26
DGCR5	60.74	79.79	74.86
FBXL21	171.89	250.92	17.81
FBXL3	897.40	1162.09	649.87
ARL5A	1098.64	785.57	792.63
PHGDH	720.82	1008.64	223.39
STAP1	17.89	17.17	20.39
B3GAT3	155.42	133.38	195.96
GAS8	159.55	234.15	191.74
TIAM2	52.37	58.87	47.20
LRRC29	24.54	30.90	43.54
FBXO2	67.21	44.61	86.29
FBXL6	110.29	76.33	103.65
FBXL5	368.65	358.17	228.57
FBXL4	162.53	139.15	145.81
LCE2B	18.23	13.45	15.83
GATA1	65.56	123.23	66.75
FAM50B	126.66	151.85	108.81
OR2M4	22.08	22.13	31.63
OR2L2	17.70	16.28	19.11
OR2L1P	24.27	32.11	31.41
OR2K2	19.24	21.71	21.84
KLHL3	92.49	109.97	84.03
GATA2	182.10	282.07	110.52
KCNG2	18.04	14.31	23.77
CLEC4E	59.77	64.55	57.66
OPTC	68.89	123.29	49.47
PTTG3P	317.04	403.10	224.26
CABYR	59.47	41.29	120.64
NKX2-8	48.70	23.64	31.03
BLOC1S6	239.54	234.09	250.19
GATA3	17.34	27.01	131.93
FBXO25	333.58	292.50	251.46
FBXO24	28.28	27.37	33.97
TSPAN17	243.66	157.16	361.69
FBXO22	239.79	199.13	197.54
SLC13A4	62.79	75.60	57.07
FBXO10	59.98	70.04	50.02
FBXO9	294.07	232.39	309.59
FBXO8	217.44	146.86	314.78
GATA4	116.99	133.07	88.18
FBXO6	97.73	64.42	226.63
FBXO5	834.98	596.55	461.34
FBXO4	52.66	64.66	36.76
FBXO3	169.45	125.99	95.16
HIBCH	566.17	375.79	416.71
VPS33B	149.16	124.81	154.74
TINF2	350.87	381.44	429.44
SACS	183.88	283.72	157.39
PLA2G2D	68.87	120.44	103.67
GATA6	916.89	510.02	16.83
IL1RAPL2	51.54	77.11	39.54
FGF20	26.43	18.36	20.92
ERAL1	429.29	318.22	531.56
CLDN17	102.14	116.58	78.88
ARFGAP3	853.83	610.99	634.29
ANKRD2	38.54	46.60	47.59
AK5	40.41	48.47	51.22
GATM	1324.65	1216.74	251.58
GALNT8	27.32	27.29	31.61
FGF21	51.44	71.53	51.15
MYCBP	488.29	459.91	361.36
SERGEF	94.00	81.96	126.99
EHF	25.96	25.68	24.14
AMD1	1491.35	1048.20	1104.98
GBGT1	53.80	65.09	55.41
GBAS	405.46	349.73	1137.85
GBE1	711.10	478.57	809.34
GAPDHS	17.96	21.70	20.20
OR7A17	21.47	23.27	22.53
OR5L2	44.64	55.60	43.46
OR5K1	33.49	32.65	27.08
GBP1	129.78	15.29	68.90
GBP2	93.12	74.25	270.20
HSPB8	390.59	362.69	387.51
GNL3	1108.20	1003.34	1029.12
FAM162A	4278.83	2931.86	2118.31
GBP3	17.89	16.42	66.95
GBX2	20.43	19.73	30.11
GC	402.85	9627.20	22.67
GCDH	292.99	304.94	170.76
GCG	16.96	23.71	20.65
GCH1	920.26	1125.23	1468.27
GCHFR	329.88	653.07	422.35
GCK	47.21	62.21	47.50
LHX6	64.78	80.24	110.06
PTPN18	178.45	182.78	195.56
GCKR	33.23	39.00	39.51
SEZ6L2	178.02	155.37	335.16
NUPR1	64.13	51.34	390.45
OR10J1	47.41	56.52	57.83
BLOC1S1	747.38	753.05	1002.72
KAT2A	316.75	252.88	554.25
OR8G2	59.86	53.19	45.28
OR8B8	33.03	72.65	43.84
OR8G1	39.52	57.35	43.21
OR10A3	21.46	32.00	35.39
PLEK2	186.68	175.80	225.24
NR6A1	46.04	87.00	59.18
NARF	532.97	271.44	461.86
SLC17A5	545.90	377.65	987.82
CNNM4	108.71	127.42	113.49
CNNM3	299.98	353.12	392.81
CNNM1	90.30	89.52	197.14
HEYL	78.31	80.36	115.09
MYOF	185.75	29.91	752.27
GCNT1	61.17	75.26	56.85
CHIC2	579.88	576.79	250.00
INTS6	257.49	579.15	139.48
TIMM10B	253.40	246.05	216.78
TIMM13	772.50	883.32	811.02
TIMM10	1900.15	1871.14	1012.00
GCNT2	146.58	64.79	262.85
TIMM9	783.45	783.45	629.60
TIMM8B	1744.62	1791.06	1685.20
AGO1	164.65	271.31	135.02
LATS2	370.70	740.68	542.92
IL36RN	23.62	36.11	43.30
TSPAN16	32.63	25.12	28.66
DAZAP1	869.05	1113.82	1036.78
OR12D2	52.23	52.73	41.95
OR11A1	18.19	21.14	18.60
OR10H3	33.95	42.17	28.83
OR10H2	17.05	22.47	17.59
OR10H1	56.58	56.97	47.21
ITGB1BP2	36.27	47.06	50.26
AATF	1184.78	931.56	1484.13
RGS17	41.00	51.26	145.31
SRPK3	64.40	52.30	63.50
PCOLCE2	699.02	1183.79	158.89
OSTF1	521.17	300.31	389.34
MYEOV	52.35	51.07	162.61
GDF1	142.94	143.57	86.23
BSCL2	336.25	247.42	582.25
GREM1	14.18	15.38	15.22
CKAP2	619.65	1044.57	639.59
MRPL46	550.58	685.16	709.03
GDF2	95.16	77.06	97.80
OR8B2	15.01	15.22	19.30
AMELX	14.98	13.38	13.73
TBL2	1063.57	1037.50	1350.52
MSTN	11.87	11.44	12.04
ELP4	527.75	447.58	147.36
GDF9	57.82	58.45	39.19
GDF10	17.27	37.37	13.88
GDI1	438.89	371.62	794.33
OFCC1	15.52	14.65	18.35
OR7C2	90.54	92.04	63.91
OR7A5	63.25	95.21	85.78
GDI2	2860.00	3437.40	2640.33
SEC14L3	29.61	36.32	33.53
OR7C1	24.74	22.85	23.87
BEST4	20.50	17.92	15.50
PHF2P1	17.79	16.24	16.92
HS6ST3	23.68	22.95	23.68
MDGA1	62.75	74.44	77.79
NPAS4	16.73	21.94	22.74
RGL4	18.19	14.64	20.17
NAP1L5	18.39	21.85	66.69
OR4D1	120.10	100.72	116.58
GDNF	48.32	51.54	51.00
OR2W1	17.67	19.82	19.57
ADGRF1	27.99	26.18	27.72
GEM	35.60	46.86	92.07
AMELY	21.15	19.09	25.15
PGBD2	75.37	52.98	64.41
PGBD3	79.31	64.34	50.33
DAOA	32.19	28.23	34.12
OR2J2	15.91	15.28	14.83
GFAP	23.73	28.51	29.11
OR2H1	23.46	21.37	23.59
GFER	132.18	121.68	108.76
GFI1	43.83	57.13	51.47
GFPT1	858.22	527.93	630.17
OR1J2	75.55	101.93	75.81
NUFIP1	196.60	228.52	159.24
GFRA1	26.40	26.41	20.19
RPS6KC1	190.35	237.78	302.36
SH3YL1	109.52	85.26	54.52
GFRA2	38.04	36.89	36.61
GFRA3	57.48	72.36	62.83
SNORA72	95.72	113.56	99.79
SNORA71B	127.78	319.51	176.40
GGCX	539.81	328.72	311.89
SNORA68	38.69	26.84	47.96
SNORA64	51.27	47.69	34.59
AMFR	218.23	185.19	307.75
GGTA1P	47.73	69.09	56.49
SNORA74A	17.56	22.71	16.51
B4GALT1	78.95	51.25	61.08
GGT7	100.54	104.37	94.83
STEAP1	817.29	627.16	408.22
OPLAH	139.11	127.38	105.20
GGT5	45.31	58.02	53.80
GH1	52.91	84.64	67.18
GH2	17.62	21.54	20.22
AMH	53.32	93.22	91.21
GHR	347.44	327.58	17.18
GHRH	32.92	24.48	33.85
GHRHR	35.28	37.38	41.97
GHSR	20.47	24.07	27.68
GIF	20.27	24.64	21.87
SMR3A	16.05	23.06	16.49
RANBP6	213.75	218.29	83.84
COPG2	66.00	46.53	33.82
HBP1	435.34	385.66	471.01
GIP	28.40	28.05	26.28
NBEA	37.01	32.29	41.53
GIPR	19.51	20.27	18.71
CHORDC1	1138.72	1192.11	989.05
ZNF285	130.68	92.35	91.33
GJA1	3526.20	9741.98	3066.55
SEC22A	72.25	90.26	60.11
AP3M1	440.68	660.72	315.94
AKAP8L	236.80	172.61	168.74
RNF11	625.82	730.07	452.04
TRUB2	564.61	364.78	277.97
GPR160	194.69	79.35	433.17
FETUB	29.99	23.84	22.05
CYFIP2	43.80	37.46	126.63
AMHR2	64.08	48.94	47.06
AOC1	27.28	26.04	24.28
DNAJC2	1162.09	1034.70	1445.75
TCL6	23.55	24.14	28.47
USP21	138.06	153.84	202.46
FGF22	32.01	37.67	32.11
GJA3	25.14	22.55	30.36
TPK1	17.26	24.61	36.23
KCNV1	16.64	16.36	15.28
CNPPD1	129.90	134.28	239.09
NGFRAP1	7101.95	7331.54	11083.30
DNAI1	35.54	40.45	42.08
GJA4	39.97	28.57	31.95
NPTN	2987.04	3300.34	2987.04
FOXD3	17.85	14.82	18.66
FOXB1	15.37	21.87	18.78
GJA5	19.09	20.63	20.49
MLH3	120.76	140.49	155.49
NPHP3	138.61	55.85	178.76
ATP2C1	234.04	214.36	135.40
ZBTB32	36.98	29.96	39.52
ACAD8	185.85	188.89	119.65
NOX1	64.86	58.99	62.11
SIGLEC7	51.65	64.61	63.27
TRMT2A	165.38	163.40	166.08
PKD2L2	13.78	13.54	17.44
GJA8	73.25	86.41	75.73
LAT	52.24	63.97	49.36
DIEXF	130.25	152.37	158.16
PELP1	202.46	267.37	191.45
SND1	1459.74	1391.28	1159.43
GJB1	189.64	282.77	353.97
ANKRD1	116.14	94.04	27.11
NSG1	45.75	55.76	41.52
STAU2	189.16	151.88	164.54
PPA2	850.93	1010.67	899.51
GHITM	1395.05	1487.01	1112.20
GJB2	53.99	38.07	33.73
DAPP1	31.59	42.27	27.82
VPS41	94.97	97.48	198.89
LAMP3	33.29	43.18	144.06
TSPAN13	3418.15	3556.64	3418.15
LYPD3	71.47	87.60	91.45
B9D1	257.01	287.90	131.27
RPUSD2	108.89	204.56	224.43
GJB3	51.55	51.00	55.99
MTBP	68.83	46.34	28.49
FOXP1	463.46	362.47	441.26
B3GAT1	54.88	87.09	68.72
UQCRQ	2994.09	2137.19	3837.10
ST6GALNAC4	66.94	61.45	168.45
CACNG5	49.21	50.91	54.53
CACNG4	100.98	127.18	133.22
TRAPPC3	665.83	740.32	718.03
TAF5L	243.91	263.22	258.93
CLUL1	27.26	20.69	29.94
SND1-IT1	125.73	192.30	103.13
GJB5	37.62	47.14	32.60
AMPD1	21.27	26.71	22.13
CACYBP	551.42	619.13	773.74
EIF2AK1	1231.41	1276.87	1552.74
ARRDC2	50.96	83.54	230.70
ZBTB11	434.92	571.93	298.21
ATP5S	135.89	112.82	140.46
GK	259.29	214.20	161.87
SDCBP2	105.42	109.34	95.02
FAM155B	52.58	69.55	190.20
BBC3	91.84	74.74	154.33
PDE7B	37.81	35.51	102.30
DKKL1	56.43	43.66	73.28
DKK4	21.91	41.84	25.32
DKK3	149.99	56.95	103.01
DKK2	15.38	15.45	14.89
INPP5J	114.68	72.57	75.78
AFF4	75.82	53.04	60.30
SMC1B	21.74	23.24	28.39
CYTH4	65.30	68.36	73.52
HSPB7	35.93	28.62	37.39
GK2	34.04	29.45	24.00
INVS	145.10	128.20	118.82
SNX5	2179.83	2143.57	654.80
CPNE7	55.72	71.34	60.18
KCNH5	15.71	17.53	15.14
TJP3	79.26	72.28	86.64
MORC1	13.44	14.36	12.68
CIDEB	587.77	1395.05	123.85
PALD1	81.80	77.86	106.23
FILIP1	26.83	23.38	18.08
FAM184B	36.31	33.11	58.23
DENND2A	69.33	121.64	41.11
STK36	142.22	148.12	214.47
CPAMD8	29.70	25.24	29.53
INTU	52.70	22.88	38.56
ZNF777	71.98	83.00	71.25
BRPF3	112.28	175.02	153.96
RSPH14	32.89	32.24	48.31
CHIA	45.97	50.73	36.55
